Source Table,Record ID,Product URL,Inspection Photo,Product Name,Description,Retail Price (CAD),Weight,Dimension,Brand,Good product images URLs,Downloaded Images Count,Local Image Paths,Processing Status,Processing Timestamp
Items-Bid4more,reckfQ6xRR6OWdHLA,https://a.co/d/gYcQDAw,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:10.315601
Items-Bid4more,rectUM7u3KmGr8A88,"https://www.amazon.ca/LOr%C3%A9al-Paris-Excellence-Cr%C3%A9me-Permanent/dp/B004INIW1Y#:~:text=Super%20Rich%20Color,with%20no%20grays%20in%20sight.",,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:11.895559
Items-Bid4more,recppImDSonTUUF0M,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:13.381579
Items-Bid4more,recAAh5cA9V1J6rhx,https://a.co/d/hUuYanH,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:15.949065
Items-Bid4more,recy0RjaF4JtgxdqV,https://www.amazon.ca/MULTI-FACETED-SHIMMERING-PERMANENT-NATURAL-CONDITIONING/dp/B00HVW9APQ,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:17.412423
Items-Bid4more,recHehpFIQAxXFA48,"https://www.amazon.ca/Not-Your-Mothers-Curl-Refreshing/dp/B09DBYJS3F#:~:text=Product%20details%20Not%20Your%20Mother's%20Curl%20Talk,retention%20and%20softness%20for%20all%20curl%20types.",,Not Your Mother's Curl Talk Refreshing Curl Foam,"Not Your Mother's Curl Talk Refreshing Curl Foam is a lightweight, moisturizing formula that revives and defines curls between washes.  It helps to eliminate frizz, add shine, and provide long-lasting hold without the crunch.",Not found,Not found,Not found,Not Your Mother's,,0,,Completed,2025-07-21T22:12:19.990892
Items-Bid4more,recCHHcON3fSEDtE1,"https://www.dove.com/us/en/p/caring-by-nature-baby-hypoallergenic-lotion.html/00011111043039#:~:text=Ultra%2Dgentle%20and%20fragrance%2Dfree%2C%20Baby%20Dove%20Caring%20By,proven%20to%20soothe%20and%20nourish%20their%20skin.",,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:20.284137
Items-Bid4more,recmqy2RO0W2qscU5,https://a.co/d/j4UvyZL,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:22.605556
Items-Bid4more,recaWGpxQsgq1d4sM,https://www.walmart.com/ip/OFF-Botanicals-Insect-Repellent-Towelettes-10-Count-Pack-of-6/419262978,,"OFF! Botanicals Insect Repellent Towelettes, 10-Count (Pack of 6)","OFF! Botanicals insect repellent towelettes effectively repel mosquitoes for up to 2 hours. Made with a plant-based repellent derived from lemon eucalyptus oil, these individually wrapped towelettes are DEET-free and convenient for on-the-go use.",Not found,Not found,Not found,OFF!,https://i5.walmartimages.com/asr/662c1e07-02b1-41b1-8a0c-350167d726f2.66a0a6248f45a4b4f5931411f082f492.jpeg,0,,Completed,2025-07-21T22:12:27.143676
Items-Bid4more,recwQbu8zC6WoDc6o,https://www.amazon.ca/Dove-Beauty-Bar-White-75/dp/B00CP781E8,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:29.148522
Items-Bid4more,recedsSi3aSS4JWgd,https://www.amazon.ca/Garnier-Nutrisse-Nourishing-Darkest-Packaging/dp/B00JIFWRS6,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:30.587063
Items-Bid4more,recuWA2tP8DHtAowC,https://www.amazon.ca/Shea-Moisture-Intensive-Hydration-Fluid_Ounces/dp/B07YYM11B2,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:32.031211
Items-Bid4more,rec3VJRlhNG2DgQfZ,https://www.amazon.ca/Shea-Moisture-Intensive-Hydration-Fluid_Ounces/dp/B07YYM11B2,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:33.465195
Items-Bid4more,recQMvKhl3DKLhXJ5,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:35.095883
Items-Bid4more,recJgPNfHmOEYIApP,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,"Dove Beauty Bar, Sensitive Skin",Not found,Not found,Not found,Not found,Dove,,0,,Completed,2025-07-21T22:12:36.666318
Items-Bid4more,recio7tv7yfIzgafl,https://www.amazon.ca/Dove-Beauty-Bar-Sensitive-Skin/dp/B001GBF0A2,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:38.098351
Items-Bid4more,recu2L8tySblDQLP9,https://www.dove.com/us/en/p/gentle-exfoliating-beauty-bar.html/00011111613393#00011111613300,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:12:38.369548
Items-Bid4more,recb5mRgw72ip8Gp9,https://www.costco.ca/splendid-women's-gel-bonded-plunge-bra%2C-2-pack.product.4000330632.html,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:13:08.464293
Items-Bid4more,recuAQ1TwCY7VTGP5,https://a.co/d/bsmvlC3,,Extraction failed,Unable to extract data from URL and no inspection photo available,Not found,Not found,Not found,Not found,,0,,Completed,2025-07-21T22:13:10.468007
